question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
(팬데믹이후) 기준 (부산서면) (조세법무) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,337,조세법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:49.471620,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (부산) (의료헬스케어법무) 분야의 (변호사인원)를 알려줘.,정보조회,보통,동래,KO,338,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:50.740042,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(의료헬스케어법무) 관련 (서비스품질) 통계를 (10년추세) 기간으로 정리해주세요.,정보조회,보통,동래,KO,339,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:51.995954,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (계약법무) 전문 변호사의 (파트너수)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,340,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:53.246572,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (지적재산권) 전문 변호사의 (변호사인원)와 (부산지법) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,341,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:54.473657,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (착수금) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,342,환경법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:55.808203,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(환경법무) 관련 (사건처리속도) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,343,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:57.036171,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (김해) (노동법무) 분야의 (시설규모)를 알려줘.,정보조회,보통,동래,KO,344,노동법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:58.281553,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 관련 (수임료) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,345,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:33:59.518708,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (부산) (건설인프라법무) 변호사 (시간당비용) 평균은?,거래상담,보통,동래,KO,346,건설인프라법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:00.764011,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (김해) (건설인프라법무) 분야의 (전문인력)를 알려줘.,정보조회,보통,동래,KO,347,건설인프라법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:01.990114,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (금융법무) 전문 변호사의 (전문인력)와 (법무부통계) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,348,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:03.245484,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산해운대)에서 (조세법무) 전문 변호사의 (시설규모)와 (법률신문) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,349,조세법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:04.540796,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(개인정보보호) 사건의 (승소율) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,350,개인정보보호,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:05.770949,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(개인정보보호) 사건의 (해결율) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,351,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:07.010623,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (지적재산권) 사건의 (고객대응품질)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,352,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:08.242497,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (노동법무) 사건의 (해결율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,353,노동법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:09.645087,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부동산법무) 사건의 (고객만족도) 기준과 (울산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,354,부동산법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:10.897528,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (경남) (부동산법무) 분야의 (전문인력)를 알려줘.,정보조회,보통,동래,KO,355,부동산법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:12.190080,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (울산) (금융법무) 분야의 (브랜드인지도)를 알려줘.,정보조회,보통,동래,KO,356,금융법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:13.478511,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (부산) (소송및분쟁해결) 분야의 (법적정확성)를 알려줘.,정보조회,보통,동래,KO,357,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:14.712276,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 관련 (고객대응품질) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,358,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:15.944473,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 관련 (고객대응품질) 통계를 (팬데믹이후) 기간으로 정리해주세요.,정보조회,보통,동래,KO,359,계약법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:17.182144,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(의료헬스케어법무) 관련 (성공보수) 통계를 (10년추세) 기간으로 정리해주세요.,정보조회,보통,동래,KO,360,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:18.413978,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (양산) (환경법무) 분야의 (시설규모)를 알려줘.,정보조회,보통,동래,KO,361,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:19.682694,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 사건의 (고객대응품질) 기준과 (부울경) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,362,기업법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:20.913585,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (경남) (기업법무) 분야의 (총비용)를 알려줘.,정보조회,보통,동래,KO,363,기업법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:22.244172,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부울경) (개인정보보호) 분야의 (전문인력)를 알려줘.,정보조회,보통,동래,KO,364,개인정보보호,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:34:23.472215,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
