question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
법무법인 동래에서 소송및분쟁해결 사건의 고객만족도와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,338,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:18.619330,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
소송및분쟁해결 관련 전문인력 통계를 최근3년 기간으로 정리해주세요,정보조회,보통,동래,KO,339,소송및분쟁해결,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:19.881147,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
건설인프라법무 관련 수임료 통계를 최근3년 기간으로 정리해주세요,정보조회,보통,동래,KO,340,건설인프라법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:21.135704,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 관련 변호사인원 통계를 2025년 기간으로 정리해주세요,정보조회,보통,동래,KO,341,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:22.396596,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
형사법무 관련 법적정확성 통계를 10년추세 기간으로 정리해주세요,정보조회,보통,동래,KO,342,형사법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:23.656626,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 기준 부울경 형사법무 분야의 착수금를 알려줘요,정보조회,보통,동래,KO,343,형사법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:24.962699,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 IT통신법무 전문 로펌을 어디서 찾을 수 있나요?,정보조회,쉬움,동래,KO,344,IT통신법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:26.312365,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 소송및분쟁해결 전문 변호사의 전문성와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,345,소송및분쟁해결,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:27.594165,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 부동산법무 사건의 파트너수와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,346,부동산법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:29.097293,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 김해 부동산법무 변호사 총비용 평균은?,정보조회,보통,동래,KO,347,부동산법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:30.350304,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
양산에서 소송및분쟁해결 전문 변호사의 사건처리속도와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,348,소송및분쟁해결,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:31.654097,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면에서 지적재산권 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,349,지적재산권,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:32.905985,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
지적재산권 사건의 해결율 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,350,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:34.148501,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면에서 지적재산권 전문 변호사의 파트너수와 법무부통계 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,351,지적재산권,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:35.436642,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 부산 IT통신법무 변호사 서비스품질 평균은?,정보조회,보통,동래,KO,352,IT통신법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:36.683684,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남에서 지적재산권 전문 변호사의 서비스품질와 KISDI 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,353,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:38.087598,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 계약법무 전문 변호사 고객대응품질 상담받고 싶어요,거래상담,보통,동래,KO,354,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:39.340022,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 부산해운대 계약법무 분야의 전문인력를 알려줘요,정보조회,보통,동래,KO,355,계약법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:40.575297,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
계약법무 관련 전문성 통계를 10년추세 기간으로 정리해주세요,정보조회,보통,동래,KO,356,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:41.974726,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면에서 형사법무 전문 변호사의 고객만족도와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,357,형사법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:43.207601,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
경남 금융법무 전문 변호사 파트너수 상담받고 싶어요,거래상담,보통,동래,KO,358,금융법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:44.440230,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
금융법무 관련 브랜드인지도 통계를 팬데믹이후 기간으로 정리해주세요,정보조회,보통,동래,KO,359,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:45.716523,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 경남 금융법무 변호사 시간당비용 평균은?,정보조회,보통,동래,KO,360,금융법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:47.016962,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 동안 부산서면 노동법무 변호사 고객만족도 평균은?,정보조회,보통,동래,KO,361,노동법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:48.260435,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 기준 부산 기업법무 변호사 전문인력 평균은?,거래상담,보통,동래,KO,362,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:49.505923,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 기업법무 분야 승소율 현황을 최근3년 기준으로 알려줘요,정보조회,보통,동래,KO,363,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:50.788164,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 조세법무 분야 서비스품질 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,364,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:52.120748,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산에서 기업법무 전문 변호사의 해결율와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,365,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:15:53.547929,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
